climateConceptId;stringRepresentation;incomingConnections (climateConceptIds);outgoingConnections (climateConceptIds);x;y;sourceUrls;sourceOriginalTexts
3011357776;increase_[]_Nitroglycerin_explosion;[1049701399, 1170543909];[];1209;28;[https://www.scientificamerican.com/article/climate-change-may-be-blowing-up-arms-depots/];[Nitroglycerin becomes so sensitive when it absorbs moisture that even a slight shake can set it off.]
145893722;increase_['massive']_relocation_occurrence;[1306712947];[1337673111, 2094305576, 3517857875];2066;-1024;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[In many of these cases, an environmental disaster was a flashpoint which ultimately culminated in interpersonal violence due to lost infrastructure, fear and uncertainty, perceived scarcity or competition, or massive relocation—all factors that weaken social control and counteract the mechanisms societies use to resolve disputes peacefully (Nardulli et al., 2015).]
2644557028;increase_[]_health_impacts;[3446625458];[];387;62;[https://www.yaleclimateconnections.org/2019/05/canadas-changing-climate-report/];[They note also that wildfires affect residents far from the flames as plumes of smoke cause health impacts in communities hundreds of miles away.]
1408423774;increase_['government']_policy_pressure;[];[538825605];1347;-182;[https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4928742/];[For example, it has been estimated that over 200 million persons may be forced to leave their place or country of residence by 2050 due to a combination of climate change-related shoreline erosion, coastal flooding, desertification, agricultural change, natural disasters, government policy or geopolitical conflict [73].]
3444016934;increase_[]_ice sheet_melting occurrence;[1881736072];[];3529;662;[https://undark.org/2019/10/31/scary-year-for-climate-change/];[(Later, a severe mid-summer Arctic heat wave contributed to historic melting of the Greenland ice sheet, with 12.5 billion tons of ice melting into the ocean on a single day — the “biggest single-day volume loss on record,” according to the Washington Post).]
1978379651;decrease_[]_tree_number;[];[65767656, 2740752968];3628;-472;[https://www.carbonbrief.org/explainer-nine-tipping-points-that-could-be-triggered-by-climate-change];[Finally, the third cause would be the direct impact of deforestation – fewer trees mean less evapotranspiration and less moisture entering the atmosphere.]
355603861;increase_['human-caused']_global warming_occurrence;[];[2801310426, 2287512321, 271422504, 4139791754];2320;948;[https://www.carbonbrief.org/explainer-nine-tipping-points-that-could-be-triggered-by-climate-change];[These events were caused by marine heatwaves – extended periods of unusually high temperatures that were themselves boosted by human-caused warming and El Niño.]
469754734;increase_['severe']_thunderstorm_environments occurence;[2931071050];[2931833982];2714;693;[https://insideclimatenews.org/news/30052019/tornado-climate-change-connection-science-research-data];[Diffenbaugh and his co-authors wrote that global climate models were zeroing in on "robust increases in the occurrence of severe thunderstorm environments over the eastern United States in response to further global warming," and suggested "a possible increase in the number of days supportive of tornadic storms."]
4038908120;increase_[]_beaches_submersion;[2970002702];[];3745;209;[https://www.theguardian.com/cities/ng-interactive/2017/nov/03/three-degree-world-cities-drowned-global-warming];[The IPCC reported that Alexandria’s beaches would be submerged even with a 0.5-metre sea-level rise, while 8 million people would be displaced by flooding in Alexandria and the Nile Delta if no protective measures are taken.]
380531607;increase_['adulthood']_antisocial behavior_occurrence;[1193236786];[];1563;-1050;[http://www.psychologicalscience.org/observer/global-warming-and-violent-behavior];[Studies have shown that malnourishment — both prenatal and in early children — is a precursor to adulthood antisocial behavior, aggression, and violence.]
1530807079;increase_['extreme']_heat_occurrence;[];[772006913, 913745846];1694;233;[http://www.climatesciencewatch.org/2019/06/28/as-climate-change-creates-a-true-public-health-emergency-trump-administration-quashes-federal-climate-program-and-exiles-its-director/];[“Extreme heat, powerful storms and floods, year-round wildfires, droughts, and other climate-related events have already caused thousands of deaths and displaced tens of thousands of people in the U.S. from their homes, with significant personal loss and mental health impacts especially for first responders and children,” the letter warns.]
2244668000;increase_[]_fire_ignition occurrence;[106377738];[];1854;275;[https://www.usatoday.com/story/news/nation/2020/08/22/california-wildfires-updates-saturday-map-redwood-trees-burn-big-basin/3419083001/];[Many of the blazes were sparked by an unprecedented lightning siege of nearly 12,000 strikes over a three-day period.]
2567551455;increase_[]_ocean_temperatures;[];[2580274151];3112;799;[https://www.nytimes.com/2020/11/10/climate/climate-change-hurricanes.html];[The warmer ocean temperatures are “absolutely responsible for the hyperactive season,” said James P. Kossin, a climate scientist with the National Oceanic and Atmospheric Administration.]
3651202121;increase_['lost']_income_amount;[3411542075];[];2785;-516;[https://www.barrons.com/articles/7-ways-youre-already-paying-for-climate-change-51599995430];[More extreme weather also leads to lost income.]
4124281311;increase_['heavy']_snow_amount;[];[3224267840];1059;539;[https://www.npr.org/2020/02/18/803125282/how-warming-winters-are-affecting-everything];[Heavy snow on top of that led to slushy conditions that aren't conducive to safe fishing.]
2855992146;increase_[]_ocean_average temperature;[];[2338552329, 544568328];3082;826;[https://www.pbs.org/newshour/nation/is-climate-change-making-hurricanes-stall];[Warmer oceans cause hurricanes to have faster wind speeds and stronger central pressure, making the storms more intense.]
154466046;increase_[]_natural disasters_consequences;[];[514857095];2487;624;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[The increases in PTSD and depression found in pregnant women exposed to Hurricane Katrina were likely due to the severity of the event and the intensity of the disaster experience rather than a general exposure to the event.42, 156The many consequences of natural disasters, such as destruc- tion of homes, and of gradual climate change impacts, such as rising temperatures, incidence of vector-borne illness, water- borne illness, and even compromised food,160 can all contrib- ute to the emotional stress that women have while pregnant, nursing, or responsible for young children.]
3036492387;decrease_[]_environment_functioning;[];[4005013611];2900;16;[http://www.theguardian.com/global-development-professionals-network/2013/dec/13/slavery-climate-change-poverty];[Increasingly it seems that there's a link between a damaged environment and growth in modern-day slavery.]
3013964678;increase_['severe']_heat wave_occurrence;[];[1378758728];1517;561;[https://www.nbcnews.com/mach/science/without-swift-action-climate-change-heat-waves-could-kill-thousands-ncna1017376];[For the research, Lo and her collaborators focused on so-called “1-in-30 events,” severe heat waves that strike every few decades and which pose a major threat to children, older adults, outdoor workers and people living in poverty.]
2771152191;decrease_['global', 'per capita']_GDP_amount;[1916940906];[];2483;-718;[https://nymag.com/intelligencer/2018/10/un-says-climate-genocide-coming-but-its-worse-than-that.html];[At that amount of warming, it is estimated, global GDP, per capita, will be cut by 13 percent.]
4087579291;increase_[]_property_damage;[3708348788];[];2155;-290;[https://www.nytimes.com/2019/07/06/climate/nashville-floods-buybacks.html];[FEMA has estimated the town’s program prevented $13 million in damage in 2015 alone.]
3636653992;increase_[]_water_weight redistribution;[3195546715];[2512246590];3527;421;[http://www.theguardian.com/science/2015/dec/11/climate-change-longer-days-glaciers-north-south-pole];[As land ice from the poles melts due to rising atmospheric temperatures, the shifting weight of water across the world should cause a change to the axis upon which the Earth spins, and a slight wobble in the rotation.]
1679286728;increase_['parental']_smoking_occurrence;[];[4215609966];-652;96;[https://www.intechopen.com/books/contemporary-topics-of-pneumonia/pneumonia-a-challenging-health-concern-with-the-climate-change];[Malnutrition, low birth weight, nonexclusive breast-feeding, lack of measles vaccination, outdoor and indoor air pollution and crowding, mother’s education, parental smoking, vitamin A and/or zinc deficiencies are thought to influence children susceptibility to infections in developing countries.]
